2017-08-09 16:12:49 INFO  AnnotationConfigApplicationContext:510 - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@7de26db8: startup date [Wed Aug 09 16:12:49 IST 2017]; root of context hierarchy
2017-08-09 16:12:50 INFO  XLSWorkbookReader:68 - Using testSuiteExcelName : RestDataRun.xlsx
2017-08-09 16:12:50 INFO  XLSWorkbookReader:68 - Using testSuiteExcelName : RestDataRun.xlsx
2017-08-09 16:12:50 INFO  XLSWorkbookReader:68 - Using testSuiteExcelName : RestDataRun.xlsx
2017-08-09 16:12:50 INFO  JSONRestManagerImpl:71 - Making Web-Service call for Resource: Operation_5 at Uri: /addSocialMediaData
2017-08-09 16:12:53 INFO  JSONRestManagerImpl:71 - Making Web-Service call for Resource: POST_1 at Uri: /addSocialMediaData
2017-08-09 16:12:55 INFO  JSONRestManagerImpl:71 - Making Web-Service call for Resource: GetRequest at Uri: /fnols
2017-08-09 16:12:57 INFO  RestServiceImpl:130 - Received: 3 response(s)
2017-08-09 16:12:57 INFO  ReportGeneratorImpl:89 - Excel written successfully..
2017-08-09 16:14:47 INFO  AnnotationConfigApplicationContext:510 - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@7de26db8: startup date [Wed Aug 09 16:14:47 IST 2017]; root of context hierarchy
2017-08-09 16:14:48 INFO  XLSWorkbookReader:68 - Using testSuiteExcelName : RestDataRun.xlsx
2017-08-09 16:14:49 INFO  XLSWorkbookReader:68 - Using testSuiteExcelName : RestDataRun.xlsx
2017-08-09 16:14:49 INFO  XLSWorkbookReader:68 - Using testSuiteExcelName : RestDataRun.xlsx
2017-08-09 16:14:49 INFO  JSONRestManagerImpl:71 - Making Web-Service call for Resource: Operation_5 at Uri: /addSocialMediaData
2017-08-09 16:14:51 INFO  JSONRestManagerImpl:71 - Making Web-Service call for Resource: POST_1 at Uri: /addSocialMediaData
2017-08-09 16:14:53 INFO  JSONRestManagerImpl:71 - Making Web-Service call for Resource: GetRequest at Uri: /fnols
2017-08-09 16:14:55 INFO  RestServiceImpl:130 - Received: 3 response(s)
2017-08-09 16:14:56 INFO  ReportGeneratorImpl:89 - Excel written successfully..
2017-08-09 16:17:28 INFO  AnnotationConfigApplicationContext:510 - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@7de26db8: startup date [Wed Aug 09 16:17:28 IST 2017]; root of context hierarchy
